latitude; longitude; gravity; height; topo
-23.60000;274.20000;978873.94010;0.00000;-3222.30320
-23.80000;274.20000;978876.45394;0.00000;-3164.60567
-24.00000;274.20000;978875.91455;0.00000;-4083.65792
-24.20000;274.20000;978881.48416;0.00000;-4169.39952
-24.40000;274.20000;978896.37212;0.00000;-4197.28365
-24.60000;274.20000;978947.45182;0.00000;-3194.67424
-24.80000;274.20000;978936.43147;0.00000;-3696.55663
-25.00000;274.20000;978946.64584;0.00000;-3763.13225
-25.20000;274.20000;978954.62856;0.00000;-3614.89135
-25.40000;274.20000;978956.18722;0.00000;-3821.14745
-25.60000;274.20000;979004.24652;0.00000;-2784.93959
-25.80000;274.20000;978982.25507;0.00000;-3659.70717
-26.00000;274.20000;979011.37372;0.00000;-3486.92015
-26.20000;274.20000;979024.33603;0.00000;-3648.87835
-26.40000;274.20000;979052.70694;0.00000;-3343.28928
-26.60000;274.20000;979081.19400;0.00000;-3612.66374
-26.80000;274.20000;979090.58385;0.00000;-3780.14542
-27.00000;274.20000;979104.01720;0.00000;-4092.42354
-27.20000;274.20000;979108.87900;0.00000;-4088.82990
-27.40000;274.20000;979124.96202;0.00000;-4173.72216
-27.60000;274.20000;979142.95502;0.00000;-3814.08164
-27.80000;274.20000;979159.06032;0.00000;-3954.24079
-28.00000;274.20000;979172.58403;0.00000;-3924.83593
-28.20000;274.20000;979186.36091;0.00000;-3957.55604
-28.40000;274.20000;979207.40964;0.00000;-3626.79298
-28.60000;274.20000;979219.93372;0.00000;-3832.71511
-28.80000;274.20000;979235.35565;0.00000;-3723.62871
-29.00000;274.20000;979250.25164;0.00000;-3864.06169
-29.20000;274.20000;979264.68918;0.00000;-3799.13721
-29.40000;274.20000;979283.79708;0.00000;-3785.86784
-29.60000;274.20000;979293.61649;0.00000;-3883.47285
-29.80000;274.20000;979310.75159;0.00000;-3555.23561
-30.00000;274.20000;979328.76657;0.00000;-3503.60127
-30.20000;274.20000;979317.65115;0.00000;-4192.15604
-30.40000;274.20000;979341.56652;0.00000;-3935.99641
-30.60000;274.20000;979381.83595;0.00000;-3102.06046
-30.80000;274.20000;979375.01757;0.00000;-4311.28547
-31.00000;274.20000;979403.96170;0.00000;-3770.16683
-31.20000;274.20000;979414.12130;0.00000;-3955.72486
-31.40000;274.20000;979427.04689;0.00000;-3827.14520
-31.60000;274.20000;979437.22034;0.00000;-4084.54240
-31.80000;274.20000;979458.09944;0.00000;-3880.24107
-32.00000;274.20000;979470.63705;0.00000;-4073.34624
-32.20000;274.20000;979492.22338;0.00000;-3754.64868
-32.40000;274.20000;979508.98825;0.00000;-3830.82195
-32.60000;274.20000;979522.86613;0.00000;-3905.04978
-32.80000;274.20000;979541.99713;0.00000;-3887.67128
-33.00000;274.20000;979556.92780;0.00000;-3883.06579
-33.20000;274.20000;979574.44912;0.00000;-3973.36440
-33.40000;274.20000;979593.98028;0.00000;-3805.81619
-33.60000;274.20000;979610.63152;0.00000;-3660.69561
-33.80000;274.20000;979620.14483;0.00000;-3856.04954
-34.00000;274.20000;979638.33264;0.00000;-3879.82746
-34.20000;274.20000;979652.78498;0.00000;-3958.17545
-34.40000;274.20000;979674.04905;0.00000;-3897.40413
-34.60000;274.20000;979690.68365;0.00000;-3936.40711
-34.80000;274.20000;979704.95006;0.00000;-4048.26661
-35.00000;274.20000;979719.21826;0.00000;-4115.53332
-35.20000;274.20000;979739.78952;0.00000;-4028.37818
-35.40000;274.20000;979763.98179;0.00000;-3812.77993
